"","From","eID","Date","Subject","to","month","day","year"
"2325","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Rachel.Pantanal@gastech.com.kronos","1","14","2014 20:31"
"2326","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Lars.Azada@gastech.com.kronos","1","14","2014 20:31"
"2327","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Felix.Balas@gastech.com.kronos","1","14","2014 20:31"
"2328","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Isande.Borrasca@gastech.com.kronos","1","14","2014 20:31"
"2329","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Axel.Calzas@gastech.com.kronos","1","14","2014 20:31"
"2330","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Gustav.Cazar@gastech.com.kronos","1","14","2014 20:31"
"2331","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Lidelse.Dedos@gastech.com.kronos","1","14","2014 20:31"
"2332","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Birgitta.Frente@gastech.com.kronos","1","14","2014 20:31"
"2333","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Vira.Frente@gastech.com.kronos","1","14","2014 20:31"
"2334","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Adra.Nubarron@gastech.com.kronos","1","14","2014 20:31"
"2335","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Marin.Onda@gastech.com.kronos","1","14","2014 20:31"
"2336","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Kare.Orilla@gastech.com.kronos","1","14","2014 20:31"
"2337","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Elsa.Orilla@gastech.com.kronos","1","14","2014 20:31"
"2338","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Brand.Tempestad@gastech.com.kronos","1","14","2014 20:31"
"2339","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Ingrid.Barranco@gastech.com.kronos","1","14","2014 20:31"
"2340","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Ada.Campo-Corrente@gastech.com.kronos","1","14","2014 20:31"
"2341","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Sten.Sanjorge Jr.@gastech.com.kronos","1","14","2014 20:31"
"2342","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Orhan.Strum@gastech.com.kronos","1","14","2014 20:31"
"2343","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Willem.Vasco-Pais@gastech.com.kronos","1","14","2014 20:31"
"2344","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Bertrand.Ovan@gastech.com.kronos","1","14","2014 20:31"
"2345","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Albina.Hafon@gastech.com.kronos","1","14","2014 20:31"
"2346","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Benito.Hawelon@gastech.com.kronos","1","14","2014 20:31"
"2347","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Claudio.Hawelon@gastech.com.kronos","1","14","2014 20:31"
"2348","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Henk.Mies@gastech.com.kronos","1","14","2014 20:31"
"2349","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Valeria.Morlun@gastech.com.kronos","1","14","2014 20:31"
"2350","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Adan.Morlun@gastech.com.kronos","1","14","2014 20:31"
"2351","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Cecilia.Morluniau@gastech.com.kronos","1","14","2014 20:31"
"2352","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Irene.Nant@gastech.com.kronos","1","14","2014 20:31"
"2353","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Dylan.Scozzese@gastech.com.kronos","1","14","2014 20:31"
"2354","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Lucas.Alcazar@gastech.com.kronos","1","14","2014 20:31"
"2355","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Isak.Baza@gastech.com.kronos","1","14","2014 20:31"
"2356","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Linnea.Bergen@gastech.com.kronos","1","14","2014 20:31"
"2357","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Nils.Calixto@gastech.com.kronos","1","14","2014 20:31"
"2358","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Sven.Flecha@gastech.com.kronos","1","14","2014 20:31"
"2359","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Hideki.Cocinaro@gastech.com.kronos","1","14","2014 20:31"
"2360","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Inga.Ferro@gastech.com.kronos","1","14","2014 20:31"
"2361","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Loreto.Bodrogi@gastech.com.kronos","1","14","2014 20:31"
"2362","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Isia.Vann@gastech.com.kronos","1","14","2014 20:31"
"2363","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Stenig.Fusil@gastech.com.kronos","1","14","2014 20:31"
"2364","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Hennie.Osvaldo@gastech.com.kronos","1","14","2014 20:31"
"2365","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Kanon.Herrero@gastech.com.kronos","1","14","2014 20:31"
"2366","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Varja.Lagos@gastech.com.kronos","1","14","2014 20:31"
"2367","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Minke.Mies@gastech.com.kronos","1","14","2014 20:31"
"2368","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Felix.Resumir@gastech.com.kronos","1","14","2014 20:31"
"2369","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Edvard.Vann@gastech.com.kronos","1","14","2014 20:31"
"2370","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Emile.Arpa@gastech.com.kronos","1","14","2014 20:31"
"2371","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Varro.Awelon@gastech.com.kronos","1","14","2014 20:31"
"2372","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Mat.Bramar@gastech.com.kronos","1","14","2014 20:31"
"2373","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Dante.Coginian@gastech.com.kronos","1","14","2014 20:31"
"2374","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Carla.Forluniau@gastech.com.kronos","1","14","2014 20:31"
"2375","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Linda.Lagos@gastech.com.kronos","1","14","2014 20:31"
"2376","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Cornelia.Lais@gastech.com.kronos","1","14","2014 20:31"
"2377","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Ruscella.Mies.Haber@gastech.com.kronos","1","14","2014 20:31"
"2378","Dante.Coginian@gastech.com.kronos",808,"1/14/2014 20:31","RE: Updated Safety Policies","Anda.Ribera@gastech.com.kronos","1","14","2014 20:31"
"2379","Dante.Coginian@gastech.com.kronos",828,"1/15/2014 11:52","RE: Don't text and drive!","Claudio.Hawelon@gastech.com.kronos","1","15","2014 11:52"
"2380","Dante.Coginian@gastech.com.kronos",828,"1/15/2014 11:52","RE: Don't text and drive!","Dylan.Scozzese@gastech.com.kronos","1","15","2014 11:52"
"2381","Dante.Coginian@gastech.com.kronos",828,"1/15/2014 11:52","RE: Don't text and drive!","Cecilia.Morluniau@gastech.com.kronos","1","15","2014 11:52"
"2382","Dante.Coginian@gastech.com.kronos",85,"1/6/2014 16:55","RE: Congratulations on your service anniversary","Lucas.Alcazar@gastech.com.kronos","1","6","2014 16:55"
"2383","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Albina.Hafon@gastech.com.kronos","1","15","2014 14:15"
"2384","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Emile.Arpa@gastech.com.kronos","1","15","2014 14:15"
"2385","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Dylan.Scozzese@gastech.com.kronos","1","15","2014 14:15"
"2386","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Claudio.Hawelon@gastech.com.kronos","1","15","2014 14:15"
"2387","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Dante.Coginian@gastech.com.kronos","1","15","2014 14:15"
"2388","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Bertrand.Ovan@gastech.com.kronos","1","15","2014 14:15"
"2389","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Henk.Mies@gastech.com.kronos","1","15","2014 14:15"
"2390","Dante.Coginian@gastech.com.kronos",865,"1/15/2014 14:15","RE: Who took the toolbox out of my truck?","Valeria.Morlun@gastech.com.kronos","1","15","2014 14:15"
"2391","Dante.Coginian@gastech.com.kronos",999,"1/16/2014 16:56","RE: Guys night out - sorry, ladies","Irene.Nant@gastech.com.kronos","1","16","2014 16:56"
"2392","Dante.Coginian@gastech.com.kronos",999,"1/16/2014 16:56","RE: Guys night out - sorry, ladies","Dylan.Scozzese@gastech.com.kronos","1","16","2014 16:56"
"2393","Dante.Coginian@gastech.com.kronos",999,"1/16/2014 16:56","RE: Guys night out - sorry, ladies","Adan.Morlun@gastech.com.kronos","1","16","2014 16:56"
"2394","Dante.Coginian@gastech.com.kronos",999,"1/16/2014 16:56","RE: Guys night out - sorry, ladies","Dante.Coginian@gastech.com.kronos","1","16","2014 16:56"
"2395","Dante.Coginian@gastech.com.kronos",999,"1/16/2014 16:56","RE: Guys night out - sorry, ladies","Emile.Arpa@gastech.com.kronos","1","16","2014 16:56"
"2396","Dylan.Scozzese@gastech.com.kronos",1000,"1/16/2014 17:05","RE: Guys night out - sorry, ladies","Dylan.Scozzese@gastech.com.kronos","1","16","2014 17:05"
"2397","Dylan.Scozzese@gastech.com.kronos",1000,"1/16/2014 17:05","RE: Guys night out - sorry, ladies","Adan.Morlun@gastech.com.kronos","1","16","2014 17:05"
"2398","Dylan.Scozzese@gastech.com.kronos",1001,"1/16/2014 17:05","RE: Guys night out - sorry, ladies","Dylan.Scozzese@gastech.com.kronos","1","16","2014 17:05"
"2399","Dylan.Scozzese@gastech.com.kronos",1001,"1/16/2014 17:05","RE: Guys night out - sorry, ladies","Adan.Morlun@gastech.com.kronos","1","16","2014 17:05"
"2400","Dylan.Scozzese@gastech.com.kronos",1002,"1/16/2014 17:09","RE: Union meeting","Dylan.Scozzese@gastech.com.kronos","1","16","2014 17:09"
"2401","Dylan.Scozzese@gastech.com.kronos",1002,"1/16/2014 17:09","RE: Union meeting","Adan.Morlun@gastech.com.kronos","1","16","2014 17:09"
"2402","Dylan.Scozzese@gastech.com.kronos",1002,"1/16/2014 17:09","RE: Union meeting","Henk.Mies@gastech.com.kronos","1","16","2014 17:09"
"2403","Dylan.Scozzese@gastech.com.kronos",1002,"1/16/2014 17:09","RE: Union meeting","Albina.Hafon@gastech.com.kronos","1","16","2014 17:09"
"2404","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Rachel.Pantanal@gastech.com.kronos","1","17","2014 15:52"
"2405","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Lars.Azada@gastech.com.kronos","1","17","2014 15:52"
"2406","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Felix.Balas@gastech.com.kronos","1","17","2014 15:52"
"2407","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Isande.Borrasca@gastech.com.kronos","1","17","2014 15:52"
"2408","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Axel.Calzas@gastech.com.kronos","1","17","2014 15:52"
"2409","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Gustav.Cazar@gastech.com.kronos","1","17","2014 15:52"
"2410","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Lidelse.Dedos@gastech.com.kronos","1","17","2014 15:52"
"2411","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Birgitta.Frente@gastech.com.kronos","1","17","2014 15:52"
"2412","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Vira.Frente@gastech.com.kronos","1","17","2014 15:52"
"2413","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Adra.Nubarron@gastech.com.kronos","1","17","2014 15:52"
"2414","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Marin.Onda@gastech.com.kronos","1","17","2014 15:52"
"2415","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Kare.Orilla@gastech.com.kronos","1","17","2014 15:52"
"2416","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Elsa.Orilla@gastech.com.kronos","1","17","2014 15:52"
"2417","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Brand.Tempestad@gastech.com.kronos","1","17","2014 15:52"
"2418","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Ingrid.Barranco@gastech.com.kronos","1","17","2014 15:52"
"2419","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Ada.Campo-Corrente@gastech.com.kronos","1","17","2014 15:52"
"2420","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Sten.Sanjorge Jr.@gastech.com.kronos","1","17","2014 15:52"
"2421","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Orhan.Strum@gastech.com.kronos","1","17","2014 15:52"
"2422","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Willem.Vasco-Pais@gastech.com.kronos","1","17","2014 15:52"
"2423","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Bertrand.Ovan@gastech.com.kronos","1","17","2014 15:52"
"2424","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Albina.Hafon@gastech.com.kronos","1","17","2014 15:52"
"2425","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Benito.Hawelon@gastech.com.kronos","1","17","2014 15:52"
"2426","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Claudio.Hawelon@gastech.com.kronos","1","17","2014 15:52"
"2427","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Henk.Mies@gastech.com.kronos","1","17","2014 15:52"
"2428","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Valeria.Morlun@gastech.com.kronos","1","17","2014 15:52"
"2429","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Adan.Morlun@gastech.com.kronos","1","17","2014 15:52"
"2430","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Cecilia.Morluniau@gastech.com.kronos","1","17","2014 15:52"
"2431","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Irene.Nant@gastech.com.kronos","1","17","2014 15:52"
"2432","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Dylan.Scozzese@gastech.com.kronos","1","17","2014 15:52"
"2433","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Lucas.Alcazar@gastech.com.kronos","1","17","2014 15:52"
"2434","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Isak.Baza@gastech.com.kronos","1","17","2014 15:52"
"2435","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Linnea.Bergen@gastech.com.kronos","1","17","2014 15:52"
"2436","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Nils.Calixto@gastech.com.kronos","1","17","2014 15:52"
"2437","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Sven.Flecha@gastech.com.kronos","1","17","2014 15:52"
"2438","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Hideki.Cocinaro@gastech.com.kronos","1","17","2014 15:52"
"2439","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Inga.Ferro@gastech.com.kronos","1","17","2014 15:52"
"2440","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Loreto.Bodrogi@gastech.com.kronos","1","17","2014 15:52"
"2441","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Isia.Vann@gastech.com.kronos","1","17","2014 15:52"
"2442","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Stenig.Fusil@gastech.com.kronos","1","17","2014 15:52"
"2443","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Hennie.Osvaldo@gastech.com.kronos","1","17","2014 15:52"
"2444","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Kanon.Herrero@gastech.com.kronos","1","17","2014 15:52"
"2445","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Varja.Lagos@gastech.com.kronos","1","17","2014 15:52"
"2446","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Minke.Mies@gastech.com.kronos","1","17","2014 15:52"
"2447","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Felix.Resumir@gastech.com.kronos","1","17","2014 15:52"
"2448","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Edvard.Vann@gastech.com.kronos","1","17","2014 15:52"
"2449","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Emile.Arpa@gastech.com.kronos","1","17","2014 15:52"
"2450","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Varro.Awelon@gastech.com.kronos","1","17","2014 15:52"
"2451","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Mat.Bramar@gastech.com.kronos","1","17","2014 15:52"
"2452","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Dante.Coginian@gastech.com.kronos","1","17","2014 15:52"
"2453","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Carla.Forluniau@gastech.com.kronos","1","17","2014 15:52"
"2454","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Linda.Lagos@gastech.com.kronos","1","17","2014 15:52"
"2455","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Cornelia.Lais@gastech.com.kronos","1","17","2014 15:52"
"2456","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Ruscella.Mies.Haber@gastech.com.kronos","1","17","2014 15:52"
"2457","Dylan.Scozzese@gastech.com.kronos",1119,"1/17/2014 15:52","RE: Reorganization","Anda.Ribera@gastech.com.kronos","1","17","2014 15:52"
"2458","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Albina.Hafon@gastech.com.kronos","1","17","2014 20:04"
"2459","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Valeria.Morlun@gastech.com.kronos","1","17","2014 20:04"
"2460","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Cecilia.Morluniau@gastech.com.kronos","1","17","2014 20:04"
"2461","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Henk.Mies@gastech.com.kronos","1","17","2014 20:04"
"2462","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Dylan.Scozzese@gastech.com.kronos","1","17","2014 20:04"
"2463","Dylan.Scozzese@gastech.com.kronos",1168,"1/17/2014 20:04","RE: Traffic advisory for today","Benito.Hawelon@gastech.com.kronos","1","17","2014 20:04"
"2464","Dylan.Scozzese@gastech.com.kronos",230,"1/7/2014 18:31","RE: Caution downtown","Claudio.Hawelon@gastech.com.kronos","1","7","2014 18:31"
"2465","Dylan.Scozzese@gastech.com.kronos",230,"1/7/2014 18:31","RE: Caution downtown","Dante.Coginian@gastech.com.kronos","1","7","2014 18:31"
"2466","Dylan.Scozzese@gastech.com.kronos",230,"1/7/2014 18:31","RE: Caution downtown","Varro.Awelon@gastech.com.kronos","1","7","2014 18:31"
"2467","Dylan.Scozzese@gastech.com.kronos",230,"1/7/2014 18:31","RE: Caution downtown","Valeria.Morlun@gastech.com.kronos","1","7","2014 18:31"
"2468","Dylan.Scozzese@gastech.com.kronos",230,"1/7/2014 18:31","RE: Caution downtown","Dylan.Scozzese@gastech.com.kronos","1","7","2014 18:31"
"2469","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Irene.Nant@gastech.com.kronos","1","8","2014 19:22"
"2470","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Emile.Arpa@gastech.com.kronos","1","8","2014 19:22"
"2471","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Claudio.Hawelon@gastech.com.kronos","1","8","2014 19:22"
"2472","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Dante.Coginian@gastech.com.kronos","1","8","2014 19:22"
"2473","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Adan.Morlun@gastech.com.kronos","1","8","2014 19:22"
"2474","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Albina.Hafon@gastech.com.kronos","1","8","2014 19:22"
"2475","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Henk.Mies@gastech.com.kronos","1","8","2014 19:22"
"2476","Dylan.Scozzese@gastech.com.kronos",323,"1/8/2014 19:22","RE: Don't text and drive!","Dylan.Scozzese@gastech.com.kronos","1","8","2014 19:22"
"2477","Dylan.Scozzese@gastech.com.kronos",398,"1/9/2014 15:25","RE: Facilities preparations for VIP visit","Albina.Hafon@gastech.com.kronos","1","9","2014 15:25"
"2478","Dylan.Scozzese@gastech.com.kronos",398,"1/9/2014 15:25","RE: Facilities preparations for VIP visit","Emile.Arpa@gastech.com.kronos","1","9","2014 15:25"
"2479","Dylan.Scozzese@gastech.com.kronos",398,"1/9/2014 15:25","RE: Facilities preparations for VIP visit","Irene.Nant@gastech.com.kronos","1","9","2014 15:25"
"2480","Dylan.Scozzese@gastech.com.kronos",398,"1/9/2014 15:25","RE: Facilities preparations for VIP visit","Dylan.Scozzese@gastech.com.kronos","1","9","2014 15:25"
"2481","Dylan.Scozzese@gastech.com.kronos",416,"1/9/2014 16:34","RE: Union meeting","Irene.Nant@gastech.com.kronos","1","9","2014 16:34"
"2482","Dylan.Scozzese@gastech.com.kronos",416,"1/9/2014 16:34","RE: Union meeting","Cecilia.Morluniau@gastech.com.kronos","1","9","2014 16:34"
"2483","Dylan.Scozzese@gastech.com.kronos",416,"1/9/2014 16:34","RE: Union meeting","Albina.Hafon@gastech.com.kronos","1","9","2014 16:34"
"2484","Dylan.Scozzese@gastech.com.kronos",416,"1/9/2014 16:34","RE: Union meeting","Adan.Morlun@gastech.com.kronos","1","9","2014 16:34"
"2485","Dylan.Scozzese@gastech.com.kronos",416,"1/9/2014 16:34","RE: Union meeting","Dylan.Scozzese@gastech.com.kronos","1","9","2014 16:34"
"2486","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Claudio.Hawelon@gastech.com.kronos","1","9","2014 21:27"
"2487","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Dante.Coginian@gastech.com.kronos","1","9","2014 21:27"
"2488","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Varro.Awelon@gastech.com.kronos","1","9","2014 21:27"
"2489","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Valeria.Morlun@gastech.com.kronos","1","9","2014 21:27"
"2490","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Henk.Mies@gastech.com.kronos","1","9","2014 21:27"
"2491","Dylan.Scozzese@gastech.com.kronos",436,"1/9/2014 21:27","RE: Mandatory safety training","Albina.Hafon@gastech.com.kronos","1","9","2014 21:27"
"2492","Dylan.Scozzese@gastech.com.kronos",437,"1/9/2014 22:33","RE: Mandatory safety training","Varro.Awelon@gastech.com.kronos","1","9","2014 22:33"
"2493","Dylan.Scozzese@gastech.com.kronos",437,"1/9/2014 22:33","RE: Mandatory safety training","Adan.Morlun@gastech.com.kronos","1","9","2014 22:33"
